product_id,product_name,department,category,subcategory,product_type,description,features,color,material,size_range,price,rating,reviews_count,tags,brand,stock_status,keywords
SRTEH2FF9KEDEFGF,Alisha Solid Women's Cycling Shorts,Clothing,Women's Clothing,"Lingerie, Sleep & Swimwear",Shorts,"Key Features of Alisha Solid Women's Cycling Shorts Cotton Lycra Navy, Red, Navy,Specifications of Alisha Solid Women's Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Women's Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach Additional Details Style Code ALTHT_3P_21 In the Box 3 shorts",,,,,379.0,0.0,0,"shorts, women's, sleep, lingerie,, clothing, swimwear",Alisha,In Stock,"alisha solid women's cycling shorts, shorts, women's, sleep, lingerie,, clothing, swimwear"
SBEEH3QGU7MFYJFY,FabHomeDecor Fabric Double Sofa Bed,Furniture,Living Room Furniture,Sofa Beds & Futons,FabHomeDecor Fabric Double Sofa Bed (Finish Colo...,"FabHomeDecor Fabric Double Sofa Bed (Finish Color - Leatherette Black Mechanism Type - Pull Out) Price: Rs. 22,646 Fine deep seating experience Save Space with the all new click clack Sofa Bed Easy to fold and vice versa with simple click clack mechanism Chrome legs with mango wood frame for long term durability Double cushioned Sofa Bed to provide you with extra softness to make a fine seating experience A double bed that can easily sleep two,Specifications of FabHomeDecor Fabric Double Sofa Bed (Finish Color - Leatherette Black Mechanism Type - Pull Out) Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. In The Box 1 Sofa Bed General Brand FabHomeDecor Mattress Included No Delivery Condition Knock Down Storage Included No Mechanism Type Pull Out Type Sofa Bed Style Contemporary & Modern Filling Material Microfiber Seating Capacity 3 Seater Upholstery Type NA Upholstery Included No Bed Size Double Shape Square Suitable For Living Room Model Number FHD112 Care Instructions Avoid outdoor use and exposure to water or prolonged moisture, Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade, Keep sharp objects away from your sofa, A little tear on the fabric cover may be hard to repair, Vacuum your sofas periodically with a soft bristled bru...View More Avoid outdoor use and exposure to water or prolonged moisture, Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade, Keep sharp objects away from your sofa, A little tear on the fabric cover may be hard to repair, Vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres, Try to avoid food and drink spillage of any kind, If spills occur, do not leave unattended, In case of a stain, a water-free fabric cleaner can be used, However, avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour, Pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth, A professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay, Getting your sofa professionally cleaned once every 6-8 months will not only take care of the nooks and corners that you can't reach, it will also make it more durable Finish Type Matte Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. Warranty Covered in Warranty Warranty covers all kind of manufacturing defects. Concerned product will either be repaired or replaced based on discretion. Service Type Manufacturer Warranty Warranty Summary 6 Months Domestic Warranty Not Covered in Warranty Warranty does not cover for Improper Handling Dimensions Weight 40 kg Height 838 mm Width 1905 mm Depth 939 mm Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles Material & Color Upholstery Color Leatherette Black Primary Color Black Primary Material Fabric Secondary Material Subtype Mango Wood Secondary Material Foam Finish Color Leatherette Black Primary Material Subtype Foam",,,,,22646.0,0.0,0,"fabric, futons, (finish, beds, colo..., bed, furniture, fabhomedecor, living, sofa, room, double",FabHomeDecor,In Stock,"fabhomedecor fabric double sofa bed, fabric, futons, (finish, beds, colo..., bed, furniture, fabhomedecor, living, sofa, room, double"
SHOEH4GRSUBJGZXE,AW Bellies,Footwear,Women's Footwear,Ballerinas,AW Bellies,"Key Features of AW Bellies Sandals Wedges Heel Casuals,AW Bellies Price: Rs. 499 Material: Synthetic Lifestyle: Casual Heel Type: Wedge Warranty Type: Manufacturer Product Warranty against manufacturing defects: 30 days Care instructions: Allow your pair of shoes to air and de-odorize at regular basis; use shoe bags to prevent any stains or mildew; dust any dry dirt from the surface using a clean cloth; do not use polish or shiner,Specifications of AW Bellies General Ideal For Women Occasion Casual Shoe Details Color Red Outer Material Patent Leather Heel Height 1 inch Number of Contents in Sales Package Pack of 1 In the Box One Pair Of Shoes",,,,,499.0,0.0,0,"women's, footwear, bellies, ballerinas",AW,In Stock,"aw bellies, women's, footwear, bellies, ballerinas"
PSOEH3ZYDMSYARJ5,Sicons All Purpose Arnica Dog Shampoo,Pet Supplies,Grooming,Skin & Coat Care,Shampoo,Specifications of Sicons All Purpose Arnica Dog Shampoo (500 ml) General Pet Type Dog Brand Sicons Quantity 500 ml Model Number SH.DF-14 Type All Purpose Fragrance Arnica Form Factor Liquid In the Box Sales Package Shampoo Sicons Dog Fashion Arnica,,,,,210.0,0.0,0,"pet, care, coat, shampoo, supplies, grooming, skin",Sicons,In Stock,"sicons all purpose arnica dog shampoo, pet, care, coat, shampoo, supplies, grooming, skin"
PWTEB7H2E4KCYUE3,Eternal Gandhi Super Series Crystal Paper Weights with Silver Finish,Eternal Gandhi Super Series Crystal Paper Weight...,Eternal Gandhi Super Series Crystal Paper Weight...,Eternal Gandhi Super Series Crystal Paper Weight...,Eternal Gandhi Super Series Crystal Paper Weight...,"Key Features of Eternal Gandhi Super Series Crystal Paper Weights with Silver Finish Crystal paper weight Product Dimensions : 8cm x 8cm x 5cm A beautiful product Material: Crystal,Eternal Gandhi Super Series Crystal Paper Weights with Silver Finish (Set Of 1, Clear) Price: Rs. 430 Your office desk will sparkle and shine when you accent tables with this elegant crystal paper weight. The multifaceted crystal features Gandhijis bust and his timeless message My life is my message M.K. Gandhi. A beautiful product to gift to your near and dear ones in family and Business.,Specifications of Eternal Gandhi Super Series Crystal Paper Weights with Silver Finish (Set Of 1, Clear) General Model Name Gandhi Paper Weight Mark V Dimensions Weight 323 g In the Box Paper Weight Paper Weight Features Paper Weight Material Crystal Paper Weight Finish Silver Finish",,,,,430.0,0.0,0,"weight..., super, gandhi, eternal, paper, crystal, series",Eternal Gandhi,In Stock,"eternal gandhi super series crystal paper weights with silver finish, weight..., super, gandhi, eternal, paper, crystal, series"
SHOEH3DZBFR88SCK,"dilli bazaaar Bellies, Corporate Casuals, Casuals",Footwear,Women's Footwear,Ballerinas,"dilli bazaaar Bellies, Corporate Casuals, Casuals","Key Features of dilli bazaaar Bellies, Corporate Casuals, Casuals Material: Fabric Occasion: Ethnic, Casual, Party, Formal Color: Pink Heel Height: 0,Specifications of dilli bazaaar Bellies, Corporate Casuals, Casuals General Occasion Ethnic, Casual, Party, Formal Ideal For Women Shoe Details Weight 200 g (per single Shoe) - Weight of the product may vary depending on size. Heel Height 0 inch Outer Material Fabric Color Pink",,,,,349.0,0.0,0,"women's, bazaaar, casuals, ballerinas, footwear, casuals,, dilli, corporate, bellies,",dilli bazaaar,In Stock,"dilli bazaaar bellies, corporate casuals, casuals, women's, bazaaar, casuals, ballerinas, footwear, casuals,, dilli, corporate, bellies,"
SHOEH4KM2W3Z6EH5,Ladela Bellies,Footwear,Women's Footwear,Ballerinas,Ladela Bellies,"Key Features of Ladela Bellies Brand: LADELA Color : Black,Ladela Bellies Price: Rs. 950 Experience the best bellies from the house of Ladela. Providing the best material to keep your feet cozy and active for the whole day.,Specifications of Ladela Bellies General Occasion Casual Ideal For Women Shoe Details Heel Height 0 inch Outer Material PU Color Black",,,,,950.0,5.0,0,"women's, ladela, bellies, ballerinas, footwear",Ladela,In Stock,"ladela bellies, women's, ladela, bellies, ballerinas, footwear"
SWIEHF3EF5PZAZUY,Carrel Printed Women's,Clothing,Women's Clothing,Sports & Gym Wear,Swimsuits,"Key Features of Carrel Printed Women's Fabric: SwimLycra Brand Color: Black, White,Carrel Printed Women's Price: Rs. 910 Max-coverage swimwear collection from CARREL BRAND, Brighten up your swim routine with this best fitting. This swimming costume from the house of Carrel is made of imported swim lycra fabric and comes in Black & White Colour. It has to be washed separately and dry in shade. Attractive & classy caressing the water. This swimwear provides excellent protection and Chlorine resistance. fast drying combined with flatlock stitching gives an unmatched comfort and helps you to that performance you have been striving for. This swimwear with its comfort and style is your perfect companion at any pool, beach or water activity. Time for you to do your own thing and Go With The Flow. This Swimwear Lightly padded, for modesty and support. This Product Support To This Size : L, XL, XXL, 3XL,4XL.,Specifications of Carrel Printed Women's Top Details Neck Round Neck Swimsuit Details Fabric SwimLycra Type Swim-dress General Details Pattern Printed Ideal For Women's Occasion Sports Fabric Care Wash with Similar Colors, Use Detergent for Colors In the Box 1 Swimware",,,,,910.0,0.0,0,"women's, swimsuits, wear, sports, clothing, gym",Carrel,In Stock,"carrel printed women's, women's, swimsuits, wear, sports, clothing, gym"
PSOEH3ZYYFETGCCD,Sicons All Purpose Tea Tree Dog Shampoo,Pet Supplies,Grooming,Skin & Coat Care,Shampoo,Specifications of Sicons All Purpose Tea Tree Dog Shampoo (200 ml) General Pet Type Dog Brand Sicons Quantity 200 ml Model Number SH.DF-07 Type All Purpose Fragrance Tea Tree Form Factor Spray In the Box Sales Package Shampoo Sicons Dog Fashion Dry Bath Urban Pet,,,,,0.0,0.0,0,"pet, care, coat, shampoo, supplies, grooming, skin",Sicons,In Stock,"sicons all purpose tea tree dog shampoo, pet, care, coat, shampoo, supplies, grooming, skin"
BOTEGYTZ2T6WUJMM,Freelance Vacuum Bottles 350 ml Bottle,Pens & Stationery,School Supplies,Water Bottles,Freelance Water Bottles,"Specifications of Freelance Vacuum Bottles 350 ml Bottle (Pack of 1, Green) General Body Material Stainless steel Type Bottle In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 pcs in one packet",,,,,699.0,0.0,0,"bottles, school, freelance, supplies, stationery, water, pens",Freelance,In Stock,"freelance vacuum bottles 350 ml bottle, bottles, school, freelance, supplies, stationery, water, pens"
SHOEH4FSHEDEMVTM,Style Foot Bellies,Footwear,Women's Footwear,Ballerinas,Style Foot Bellies,"Key Features of Style Foot Bellies ballerina shoes ballerina flats,Style Foot Bellies Price: Rs. 449 ballet shoes that fits perfectly for casual and party wear,Specifications of Style Foot Bellies General Occasion Casual Ideal For Women Shoe Details Heel Height 1 inch Outer Material PU Color Black In the Box 1 slipper",,,,,449.0,0.0,0,"women's, bellies, ballerinas, footwear, style, foot",Style Foot,In Stock,"style foot bellies, women's, bellies, ballerinas, footwear, style, foot"
PSOEH3ZXRTZJUVXM,Sicons Conditioning Conditoner Dog Shampoo,Pet Supplies,Grooming,Skin & Coat Care,Shampoo,Specifications of Sicons Conditioning Conditoner Dog Shampoo (200 ml) General Pet Type Dog Brand Sicons Quantity 200 ml Model Number SH.DF-02 Type Conditioning Fragrance Conditoner Form Factor Gel In the Box Sales Package Shampoo Sicons Dog Fashion Conditioner Aloe Rinse,,,,,100.0,0.0,0,"pet, care, coat, shampoo, supplies, grooming, skin",Sicons,In Stock,"sicons conditioning conditoner dog shampoo, pet, care, coat, shampoo, supplies, grooming, skin"
TSHEHBHSKBJWHFNF,dongli Printed Boy's Round Neck T-Shirt,Clothing,Kids' Clothing,Boys Wear,Polos & T-Shirts,"Specifications of dongli Printed Boy's Round Neck T-Shirt (Pack of 4) T-shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 4 Fabric Cotton Type Round Neck Fit Regular General Details Pattern Printed Occasion Casual Ideal For Boy's In the Box 4 T Shirt Additional Details Style Code DLHBB445_BEIGE_BLACK_GYELLOW_PURPLE Fabric Care Wash with Similar Colors, Use Detergent for Colors",,,,,1039.0,0.0,0,"polos, boys, kids', wear, clothing, t-shirts",dongli,In Stock,"dongli printed boy's round neck t-shirt, polos, boys, kids', wear, clothing, t-shirts"
SNDEH75ZFZ5REGFH,SWAGGA Women Clogs,Footwear,Women's Footwear,Sports Sandals,SWAGGA Women Clogs,"Key Features of SWAGGA Women Clogs Occasion: Ethnic Material: Leather Color: Brown, White Heel Height: 0,Specifications of SWAGGA Women Clogs General Occasion Ethnic Ideal For Women Sandal Details Type Clogs Heel Height 0 inch Outer Material Leather Color Brown, White13",,,,,1500.0,0.0,0,"women's, sandals, women, footwear, sports, swagga, clogs",SWAGGA,In Stock,"swagga women clogs, women's, sandals, women, footwear, sports, swagga, clogs"
PTYEA6SFGD4X8NAR,Kennel Rubber Dumbell With Bell - Small Rubber Rubber Toy For Dog,Pet Supplies,Toys,Comfort Toys,Comfort Toys,Buy Kennel Rubber Dumbell With Bell - Small Rubber Rubber Toy For Dog for Rs.190 online. Kennel Rubber Dumbell With Bell - Small Rubber Rubber Toy For Dog at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,,,,,190.0,0.0,0,"toys, comfort, pet, supplies",Kennel,In Stock,"kennel rubber dumbell with bell - small rubber rubber toy for dog, toys, comfort, pet, supplies"
LINE92U9KGZG25AY,Glus Wedding Lingerie Set,Clothing,Women's Clothing,"Lingerie, Sleep & Swimwear",Lingerie Sets,Glus Wedding Lingerie Set - Buy Turquoise Glus Wedding Lingerie Set For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,,,,,699.0,0.0,0,"women's, sleep, lingerie, lingerie,, sets, clothing, swimwear",Unknown,In Stock,"glus wedding lingerie set, women's, sleep, lingerie, lingerie,, sets, clothing, swimwear"
SKTEC88WSNYJKWY7,Veelys Shiny White Quad Roller Skates - Size 4.5 UK,Sports & Fitness,Other Sports,Skating,Skates,Veelys Shiny White Quad Roller Skates - Size 4.5 UK only for Rs 2499 . Ideal For Boys . Buy online @ Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,,,,,2499.0,0.0,0,"skates, skating, other, fitness, sports",Unknown,In Stock,"veelys shiny white quad roller skates - size 4.5 uk, skates, skating, other, fitness, sports"
VANDZY4YZFPEG85T,Bulaky vanity case Jewellery Vanity Case,Beauty and Personal Care,Makeup,Vanity Boxes,Bulaky Vanity Boxes,Buy Bulaky vanity case Jewellery Vanity Case for Rs.390 online. Bulaky vanity case Jewellery Vanity Case at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,,,,,390.0,3.0,0,"makeup, personal, boxes, vanity, care, bulaky, beauty, and",Unknown,In Stock,"bulaky vanity case jewellery vanity case, makeup, personal, boxes, vanity, care, bulaky, beauty, and"
LJGEB2KMCMMHHFC7,FDT Women's Leggings,Clothing,Women's Clothing,Fusion Wear,Leggings & Jeggings,FDT Women's Leggings - Buy Parrot Green FDT Women's Leggings For Only Rs. 699 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,,,,,309.0,0.0,0,"women's, leggings, fusion, jeggings, wear, clothing",Unknown,In Stock,"fdt women's leggings, women's, leggings, fusion, jeggings, wear, clothing"
CRGE6A53UX7CJMXX,Madcaps C38GR30 Men's Cargos,Clothing,Men's Clothing,"Cargos, Shorts & 3/4ths",Cargos,Madcaps C38GR30 Men's Cargos - Buy Green Madcaps C38GR30 Men's Cargos For Only Rs. 2199 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,,,,,1699.0,0.0,0,"shorts, cargos,, men's, 3/4ths, clothing, cargos",Unknown,In Stock,"madcaps c38gr30 men's cargos, shorts, cargos,, men's, 3/4ths, clothing, cargos"
ARPEGDHSXZJSHGSN,Bengal Blooms Rose Artificial Plant with Pot,Bengal Blooms Rose Artificial Plant with Pot (3...,Bengal Blooms Rose Artificial Plant with Pot (3...,Bengal Blooms Rose Artificial Plant with Pot (3...,Bengal Blooms Rose Artificial Plant with Pot (3...,"Key Features of Bengal Blooms Rose Artificial Plant with Pot Assorted Height: 30 cm,Bengal Blooms Rose Artificial Plant with Pot (30 cm, Multicolor) Price: Rs. 579 The Bengal Blooms Decor your home with artificial flowers attached to a wonderful pot.,Specifications of Bengal Blooms Rose Artificial Plant with Pot (30 cm, Multicolor) General Brand Bengal Blooms Model Number BBAJC218 Type Assorted Bonsai No Model Name Rose Color Multicolor Pot Features Pot Included Yes Dimensions Total Height 30 cm In the Box Sales Package 1 Assorted Artificial plant with Pot",,,,,579.0,0.0,0,"(3..., artificial, bengal, rose, plant, pot, blooms, with",Bengal Blooms,In Stock,"bengal blooms rose artificial plant with pot, (3..., artificial, bengal, rose, plant, pot, blooms, with"
FABEJX2NHNKCYHKA,Indcrown Net Embroidered Semi-stitched Lehenga Choli Material,Clothing,Women's Clothing,Ethnic Wear,Fabric,"Key Features of Indcrown Net Embroidered Semi-stitched Lehenga Choli Material Ghagra Choli , Ghagra, Choli, Dupatta Set , Lehenga Choli , Lehenga, Choli and Dupatta Set .,Indcrown Net Embroidered Semi-stitched Lehenga Choli Material (Semi-stitched) Price: Rs. 699 We have not authorised any other seller to sell our brand Indcrown . Any seller doing so is selling fake Indcrown Products. Buy original Indcrown products from the seller "" indcrown only,Specifications of Indcrown Net Embroidered Semi-stitched Lehenga Choli Material (Semi-stitched) Fabric Details Fabric Net Type Semi-stitched Lehenga Choli Material General Details Pattern Embroidered Ideal For Women's Color Multicolor Fabric Care Dry clean or else Normal Hand Wash Additional Details Other Details Lehnga Choli is an Indian traditional ware also known as Chaniya Choli. We at Bolly Lounge offers you to attract compliments by this attractive Lehnga Choli made with fine quality material and beautiful work which can be worn for functions, festivals, parties and even office also. This Lehnga Choli ...View More Lehnga Choli is an Indian traditional ware also known as Chaniya Choli. We at Bolly Lounge offers you to attract compliments by this attractive Lehnga Choli made with fine quality material and beautiful work which can be worn for functions, festivals, parties and even office also. This Lehnga Choli is comes with unstitched material so it can be stitched according to your taste and preference. Stunning Self Designed Partywear Salwar Suit Gives A Trendy Look. Suit Having Fine Embroidery Work Over All. A Fine Fabric Used To Make It, It Will Be Comfortable In All Season. Style Code R C Lehe Bt In the Box 1 Lehenga Choli And Duppta Set",,,,,699.0,0.0,0,"women's, fabric, ethnic, wear, clothing",Indcrown,In Stock,"indcrown net embroidered semi-stitched lehenga choli material, women's, fabric, ethnic, wear, clothing"
DIAEJ6Z8BEDTGGYY,Shopmania Music Band A5 Notebook Spiral Bound,Pens & Stationery,Diaries & Notebooks,Notebooks,Designer,"Specifications of Shopmania Music Band A5 Notebook Spiral Bound (Multicolor) General Ruling Ruled Model id NB00664 Type Notebook GSM 75 Cover Type 300 GSM Hard Laminated Cover No. of Pages 160 Brand Name Shopmania Binding Spiral Bound Color Multicolor Size A5 Dimensions Length 9 inch Width 6 inch Special Features Can be used as Notepad, Diary, Writing pad In the Box Sales Package 1 Notebook",,,,,275.0,0.0,0,"notebooks, diaries, designer, stationery, pens",Shopmania,In Stock,"shopmania music band a5 notebook spiral bound, notebooks, diaries, designer, stationery, pens"
DIAEJ8FGHZ3K86JU,"Tiara Diaries 2016-2017 Designer LA Kaarta ""TAKING ACTION GETTING RESULT"" (Set of 3) B5 Notebook Hard Bound",Pens & Stationery,Diaries & Notebooks,Notebooks,Designer,"Specifications of Tiara Diaries 2016-2017 Designer LA Kaarta ""TAKING ACTION GETTING RESULT"" (Set of 3) B5 Notebook Hard Bound (Coffee, Pack of 3) General Ruling ruled Model id 244 Type Notebook No. of Pages 216 Brand Name Tiara Diaries Binding Hard Bound Size B5 Color Coffee",,,,,837.0,0.0,0,"notebooks, diaries, designer, stationery, pens",Tiara Diaries,In Stock,"tiara diaries 2016-2017 designer la kaarta ""taking action getting result"" (set of 3) b5 notebook hard bound, notebooks, diaries, designer, stationery, pens"
WSCEG2FYDYFDSVZ6,KAJCI Embroidered Women's Waistcoat,Clothing,Women's Clothing,Formal Wear,Waistcoats,Specifications of KAJCI Embroidered Women's Waistcoat General Details Pattern Embroidered Ideal For Women's Waistcoat Details Fabric Art Silk In the Box Waistcoat Additional Details Style Code LKOD112 Fabric Care Dry Clean Only,,,,,699.0,0.0,0,"women's, wear, formal, clothing, waistcoats",KAJCI,In Stock,"kajci embroidered women's waistcoat, women's, wear, formal, clothing, waistcoats"
PKBEGBTRKKHU26YQ,Packman 8 x 10 inches Security Bags Without POD Jacket Courier Bag Security Bag,Pens & Stationery,Office Supplies,Packaging Security Bags,Packman Packaging Security Bags,"Key Features of Packman 8 x 10 inches Security Bags Without POD Jacket Courier Bag Security Bag Supplying to Over 200 Companies around world International E-commerce Standard Direct From ISO 9002 Factory 60 Microns High Quality Bags Longer Lasting Protection,Packman 8 x 10 inches Security Bags Without POD Jacket Courier Bag Security Bag (21.59 x 27.95 Pack of 100) Price: Rs. 298 Courier Bag,Specifications of Packman 8 x 10 inches Security Bags Without POD Jacket Courier Bag Security Bag (21.59 x 27.95 Pack of 100) General Bubble Wrap Present No Brand Packman Model Number 8 x 10 inches Security Bags Without POD Jacket Courier Bag Water Resistant Yes Tamper Proof Yes Material Plastic POD Jacket Available No Color Grey Size 21.59 x 27.95 Dimensions Weight 600 g Other Dimensions 8 x 10 Thickness 60 micron Additional Features Other Features security bag In the Box Sales Package 1 pack contains 100 pcs Pack of 100",,,,,298.0,0.0,0,"office, packman, packaging, security, bags, stationery, supplies, pens",Packman,In Stock,"packman 8 x 10 inches security bags without pod jacket courier bag security bag, office, packman, packaging, security, bags, stationery, supplies, pens"
WSCEFUV4TVWT73ZB,Pick Pocket Embroidered Women's Waistcoat,Clothing,Women's Clothing,Formal Wear,Waistcoats,Specifications of Pick Pocket Embroidered Women's Waistcoat General Details Pattern Embroidered Occasion Casual Ideal For Women's Waistcoat Details Lining Polyester Fabric Bengal Silk Additional Details Style Code TL-012 Fabric Care First Time Dry Clean,,,,,899.0,0.0,0,"women's, wear, formal, clothing, waistcoats",Pick Pocket,In Stock,"pick pocket embroidered women's waistcoat, women's, wear, formal, clothing, waistcoats"
PPSEGFYAGD8FYUXV,Angelfish Silk Potali Potli,"Bags, Wallets & Belts",Bags,Pouches and Potlis,Angelfish Pouches and Potlis,"Angelfish Silk Potali Potli (Multicolor) Price: Rs. 399 Made by silk Fabric with fancy lace adnored and stylish handle also.(set of 2 piece),Specifications of Angelfish Silk Potali Potli (Multicolor) General Closure Velcro Type Potli Material Fabric Style Code AELKABJ01224-A Ideal For Girls Bag Size Small Occasion Party Color Code Multicolor Dimensions Weight 200 g Body Features Number of Compartments 1",,,,,399.0,0.0,0,"wallets, potlis, pouches, belts, bags, bags,, angelfish, and",Angelfish,In Stock,"angelfish silk potali potli, wallets, potlis, pouches, belts, bags, bags,, angelfish, and"
DRPEF2XSFBAP4SUZ,Oye Boy's Dungaree,Clothing,Kids' Clothing,Boys Wear,Dungarees & Jumpsuits,Specifications of Oye Boy's Dungaree Top Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Dungaree General Details Pattern Solid Ideal For Boy's In the Box 1 Dungaree,,,,,764.0,0.0,0,"dungarees, jumpsuits, boys, kids', wear, clothing",Oye,In Stock,"oye boy's dungaree, dungarees, jumpsuits, boys, kids', wear, clothing"
SHOEGVQCT2ZSGUHY,Nuride Canvas Shoes,Footwear,Women's Footwear,Casual Shoes,Canvas,"Key Features of Nuride Canvas Shoes Material: Canvas Occasion: Casual Color: Red Heel Height: 0.5,Specifications of Nuride Canvas Shoes General Occasion Casual Ideal For Women Shoe Details Heel Height 0.5 inch Outer Material Canvas Color Red",,,,,1349.0,0.0,0,"women's, canvas, footwear, shoes, casual",Nuride,In Stock,"nuride canvas shoes, women's, canvas, footwear, shoes, casual"
SHIEHS7XJ954NRYY,OM SHIVAKRITI Square wall Clock Showpiece - 38.1 cm,Home Decor & Festive Needs,Showpiece,Gramophones,OM SHIVAKRITI Gramophones,"Key Features of OM SHIVAKRITI Square wall Clock Showpiece - 38.1 cm Paper Mache Height - 38.1 cm Width - 38.1 cm,OM SHIVAKRITI Square wall Clock Showpiece - 38.1 cm (Paper Mache, Multicolor) Price: Rs. 1,499 Omshivakriti brings you this square wall watch made from paper mache and finished in attractive set of colors. The product in display is ideal to dcor your home.,Specifications of OM SHIVAKRITI Square wall Clock Showpiece - 38.1 cm (Paper Mache, Multicolor) General Brand OM SHIVAKRITI Model Number OSK60 Type Antique Material Paper Mache Model Name Square wall Clock Color Multicolor Dimensions Height 38.1 cm Width 38.1 cm Depth 3.81 cm In the Box Sales Package 1 showpiece",,,,,1499.0,0.0,0,"showpiece, decor, needs, festive, home, gramophones, shivakriti",OM SHIVAKRITI,In Stock,"om shivakriti square wall clock showpiece - 38.1 cm, showpiece, decor, needs, festive, home, gramophones, shivakriti"
SUDEJFBRVYEUZUDH,Himmlisch ST381 Magnetic Sun Shade For Maruti Alto,Automotive,Accessories & Spare parts,Car Interior & Exterior,Car Interior,"Himmlisch ST381 Magnetic Sun Shade For Maruti Alto (Side Window) Price: Rs. 1,899 Beat the heat this summer and feel like a VIP with Himmlisch Car Window Magnetic Sunshades. These magnetic sunshades create a mesh layer to stops the heat. Magnet border gets easily stick to your car window door edges (No need of Suction cups) Features: Block UV Rays Keeps Car Cool Easy to install and remove Durable and Exact Fit Provides Complete privacy Resists Heat Mesh Type Sunshade Package Contents: 1 x Set Of 4 Magnetic Sunshades,Specifications of Himmlisch ST381 Magnetic Sun Shade For Maruti Alto (Side Window) General Brand Himmlisch Model Number ST381 Magnetic Placement Position Side Window Color Black Dimensions Weight 4000 g Depth 1.1 cm In the Box Sales Package 4 Sun Shade Pack of 4",,,,,1899.0,0.0,0,"interior, automotive, parts, accessories, car, spare, exterior",Himmlisch,In Stock,"himmlisch st381 magnetic sun shade for maruti alto, interior, automotive, parts, accessories, car, spare, exterior"
WJCEHF8GZSQWZY7Z,Rapter BNC-179 BNC Wire Connector,Tools & Hardware,Tools,Hardware & Electricals,Hardware,"Rapter BNC-179 BNC Wire Connector (Silver, Pack of 100) Price: Rs. 1,400 Rapter Pack of 100 BNC Connector.Superior quality BNC Connectors with high quality outer metel and brass conductors used to maintain a proper video/signal quality.BNC normally used in co-axial cables to lock with female connectors which ensures permanancy of connection.They can be used in DVRs, NVRs and CCTV Cameras etc.,Specifications of Rapter BNC-179 BNC Wire Connector (Silver, Pack of 100) General Brand Rapter Suitable For Wire to Wire Connection, Wire to Circuit Board Connection Model Number BNC-179 Type BNC Waterproof Yes Corrosion Proof Yes Color Silver In the box Sales Package 100 BNC Connector Pack of 100",,,,,1400.0,0.0,0,"electricals, tools, hardware",Rapter,In Stock,"rapter bnc-179 bnc wire connector, electricals, tools, hardware"
KTAEHE9HAED4VUQB,Vishudh Printed Women's Straight Kurta,Vishudh Printed Women's Straight Kurta,Vishudh Printed Women's Straight Kurta,Vishudh Printed Women's Straight Kurta,Vishudh Printed Women's Straight Kurta,"Specifications of Vishudh Printed Women's Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Women's In the Box Kurta Additional Details Style Code VNKU004384 NAVY BLUE Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach",,,,,499.0,0.0,0,"women's, vishudh, straight, printed, kurta",Vishudh,In Stock,"vishudh printed women's straight kurta, women's, vishudh, straight, printed, kurta"
