product_id,product_name,department,category,subcategory,product_type,description,features,color,material,size_range,price,rating,reviews_count,tags,brand,stock_status,keywords
SUOEBWCHKAPGTVBJ,Rajex SSDS4 -- combo of 5 Straight Dissecting Scissors,Beauty and Personal Care,Health Care,Medical Equipment & Accessories,Rajex Medical Equipment & Accessories,Rajex SSDS4 -- combo of 5 Straight Dissecting Scissors (Sharp/Sharp Blades) Price: Rs. 600 High quality stainless steel surgical scissors. High quality stainless steel surgical scissors.,,,,,600.0,0.0,0,"personal, accessories, rajex, medical, care, equipment, health, beauty, and",Rajex,In Stock,"rajex ssds4 -- combo of 5 straight dissecting scissors, personal, accessories, rajex, medical, care, equipment, health, beauty, and"
SHOE6PEHVTQKMYQK,Versoba Venetian Roades Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Versoba Venetian Roades Loafers - Buy Versoba Venetian Roades Loafers - AC005 only for Rs. 599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,599.0,1.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"versoba venetian roades loafers, women's, footwear, loafers, shoes, casual"
CLDE2YKDGCRWRWMF,ShopMantra Flower Paintings 2015 Desk Calendar,Pens & Stationery,Office Supplies,Calendars,ShopMantra Calendars,"ShopMantra Flower Paintings 2015 Desk Calendar (Multicolor) Price: Rs. 895 Make your everyday count with Awesome Designer Desk Calendar 2015 Made from High quality Textured paper from ShopMantra. Place it anywhere and be updated and inspired through your unique favorite designs from ShopMantra. Crafted with Care and shipped with Love, this amazing calendar from ShopMantra is sure to attract eyeballs from all over making your each day count to your success. Make your everyday count with Awesome Designer Desk Calendar 2015 Made from High quality Textured paper from ShopMantra. Place it anywhere and be updated and inspired through your unique favorite designs from ShopMantra. Crafted with Care and shipped with Love, this amazing calendar from ShopMantra is sure to attract eyeballs from all over making your each day count to your success.",,,,,895.0,0.0,0,"office, calendars, stationery, supplies, pens, shopmantra",Unknown,In Stock,"shopmantra flower paintings 2015 desk calendar, office, calendars, stationery, supplies, pens, shopmantra"
SHOE2VC3UPHYRARN,Urban Monkey Womens Pu Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Urban Monkey Womens Pu Loafers - Buy Urban Monkey Womens Pu Loafers - H355-6 only for Rs. 1050 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,1050.0,3.2,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"urban monkey womens pu loafers, women's, footwear, loafers, shoes, casual"
SHOE2MCJC5DUUBTY,Mochi Classic Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Mochi Classic Loafers - Buy Mochi Classic Loafers - 31-6454 only for Rs. 1590 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,1590.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"mochi classic loafers, women's, footwear, loafers, shoes, casual"
SHOE4CJXZ28HE7EH,Austrich Moccasin Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Austrich Moccasin Loafers - Buy Austrich Moccasin Loafers - BR-467 only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,499.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"austrich moccasin loafers, women's, footwear, loafers, shoes, casual"
SHOE794UZZSQHGZ9,Histeria Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Histeria Loafers - Buy Histeria Loafers - A162 only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,499.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"histeria loafers, women's, footwear, loafers, shoes, casual"
SHOE6KNBNJ98N78B,Niremo Up To The Minute Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Niremo Up To The Minute Loafers - Buy Niremo Up To The Minute Loafers - N-14 only for Rs. 999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,999.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"niremo up to the minute loafers, women's, footwear, loafers, shoes, casual"
SHOE6QGAYFFMBWG6,Shibha Footwear Ballerina Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Shibha Footwear Ballerina Loafers - Buy Shibha Footwear Ballerina Loafers - S74 only for Rs. 1099 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,1099.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"shibha footwear ballerina loafers, women's, footwear, loafers, shoes, casual"
SHOECH3WZHFCVZWU,Footash Bellies,Footwear,Women's Footwear,Casual Shoes,Loafers,Footash Bellies - Buy Footash Bellies - 818-A8 only for Rs. 1699 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,1699.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"footash bellies, women's, footwear, loafers, shoes, casual"
SHOEYVXVYAVXACCW,Spice Ladies Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Spice Ladies Loafers - Buy Spice Ladies Loafers - 3016_ll only for Rs. 399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,399.0,3.1,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"spice ladies loafers, women's, footwear, loafers, shoes, casual"
SHOE44ZFTHMTAB6C,Trilokani Stylish Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Trilokani Stylish Loafers - Buy Trilokani Stylish Loafers - T93 only for Rs. 585 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,585.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"trilokani stylish loafers, women's, footwear, loafers, shoes, casual"
SHOEAPT3RUN6RAJ2,Funku Fashion Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Funku Fashion Loafers - Buy Funku Fashion Loafers - FF-SC-P-936 only for Rs. 399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,399.0,5.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"funku fashion loafers, women's, footwear, loafers, shoes, casual"
SHOECZNMUNRVGQ7H,Zephyr Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Zephyr Loafers - Buy Zephyr Loafers - ZW-101 only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,499.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"zephyr loafers, women's, footwear, loafers, shoes, casual"
MNKDZKF6WYMMF2M5,Go Bonjour Stainless Steel 9 pc Manicure Kit,Beauty and Personal Care,Body and Skin Care,Hand Care,Manicure and Kits,"Flipkart.com: Buy Go Bonjour Stainless Steel 9 pc Manicure Kit for Rs. 580 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",,,,,580.0,0.0,0,"personal, care, body, manicure, kits, skin, beauty, hand, and",Unknown,In Stock,"go bonjour stainless steel 9 pc manicure kit, personal, care, body, manicure, kits, skin, beauty, hand, and"
SHOE8PYFWPQCZUCR,Blue Button Night Tides Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Blue Button Night Tides Loafers - Buy Blue Button Night Tides Loafers - BB_2015101 only for Rs. 699 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,699.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"blue button night tides loafers, women's, footwear, loafers, shoes, casual"
SHOEAMEVQ7ZNVUJZ,Pinellii York Handcrafted Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Pinellii York Handcrafted Loafers - Buy Pinellii York Handcrafted Loafers - P06020906 only for Rs. 1900 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,1900.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"pinellii york handcrafted loafers, women's, footwear, loafers, shoes, casual"
MNKEYGQMJHGZ4ZRX,Aptron Premium manicure kit in leatherette case - Small,Beauty and Personal Care,Body and Skin Care,Hand Care,Manicure and Kits,"Flipkart.com: Buy Aptron Premium manicure kit in leatherette case - Small for Rs. 169 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",,,,,169.0,2.0,0,"personal, care, body, manicure, kits, skin, beauty, hand, and",Unknown,In Stock,"aptron premium manicure kit in leatherette case - small, personal, care, body, manicure, kits, skin, beauty, hand, and"
HKHE57EHTMJCH5FT,Arsalan 10.5 inch Glass Hookah,Home Decor & Festive Needs,Table Decor & Handicrafts,Table Decor,Hookah & Hookah Flavours,Buy Arsalan 10.5 inch Glass Hookah for Rs.349 online. Arsalan 10.5 inch Glass Hookah at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,,,,,349.0,0.0,0,"flavours, decor, handicrafts, needs, festive, table, hookah, home",Arsalan,In Stock,"arsalan 10.5 inch glass hookah, flavours, decor, handicrafts, needs, festive, table, hookah, home"
SHODWMHGWGPPVTD5,La Briza Pradera Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,La Briza Pradera Loafers - Buy La Briza Pradera Loafers - 1302 only for Rs. 1899 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,1899.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"la briza pradera loafers, women's, footwear, loafers, shoes, casual"
SHOEFAJ5M668K6ZQ,La Briza Naila Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,La Briza Naila Loafers - Buy La Briza Naila Loafers - 1709 only for Rs. 750 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,750.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"la briza naila loafers, women's, footwear, loafers, shoes, casual"
SHOECEP6JGWHYNXG,CreativeSelections Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,CreativeSelections Loafers - Buy CreativeSelections Loafers - CS304 only for Rs. 399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,399.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"creativeselections loafers, women's, footwear, loafers, shoes, casual"
PDKE9C4FSP77MRRF,Foolzy 13 Pieces Pedicure Set With Vanity,Beauty and Personal Care,Body and Skin Care,Hand Care,Manicure and Kits,"Flipkart.com: Buy Foolzy 13 Pieces Pedicure Set With Vanity for Rs. 419 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",,,,,419.0,0.0,0,"personal, care, body, manicure, kits, skin, beauty, hand, and",Unknown,In Stock,"foolzy 13 pieces pedicure set with vanity, personal, care, body, manicure, kits, skin, beauty, hand, and"
SHOE652MJRRMFBEF,Jolly Jolla Bloom Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Jolly Jolla Bloom Loafers - Buy Jolly Jolla Bloom Loafers - DHN-1090-Bloom only for Rs. 599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,599.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"jolly jolla bloom loafers, women's, footwear, loafers, shoes, casual"
HKHE5QUYGQAWURCP,Arsalan Designer Pumpkin Permanent Color 10.5 inch Glass Hookah,Home Decor & Festive Needs,Table Decor & Handicrafts,Table Decor,Hookah & Hookah Flavours,Buy Arsalan Designer Pumpkin Permanent Color 10.5 inch Glass Hookah for Rs.399 online. Arsalan Designer Pumpkin Permanent Color 10.5 inch Glass Hookah at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,,,,,399.0,0.0,0,"flavours, decor, handicrafts, needs, festive, table, hookah, home",Arsalan,In Stock,"arsalan designer pumpkin permanent color 10.5 inch glass hookah, flavours, decor, handicrafts, needs, festive, table, hookah, home"
SHOEAMZZNMJH4UZM,Myra Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Myra Loafers - Buy Myra Loafers - MS523C only for Rs. 474 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,474.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"myra loafers, women's, footwear, loafers, shoes, casual"
SHOEYSUKSZNTJPJN,Anaya AN 16_Blue Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Anaya AN 16_Blue Loafers - Buy Anaya AN 16_Blue Loafers - AN16 only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,499.0,3.8,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"anaya an 16_blue loafers, women's, footwear, loafers, shoes, casual"
MNKE75M6XXECTDK6,Detak NSS-001,Beauty and Personal Care,Body and Skin Care,Hand Care,Manicure and Kits,"Flipkart.com: Buy Detak NSS-001 for Rs. 225 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",,,,,299.0,0.0,0,"personal, care, body, manicure, kits, skin, beauty, hand, and",Unknown,In Stock,"detak nss-001, personal, care, body, manicure, kits, skin, beauty, hand, and"
SHOE3MYBTPZVTGYM,Cubane Wahcb26 Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Cubane Wahcb26 Loafers - Buy Cubane Wahcb26 Loafers - WAHCB26_CUBANE only for Rs. 399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,399.0,1.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"cubane wahcb26 loafers, women's, footwear, loafers, shoes, casual"
SHODPH4GZWVXE5RB,Blue Button Crystal Red,Footwear,Women's Footwear,Casual Shoes,Loafers,"Blue Button Crystal Red Price: Rs. 999 The Blue Button plain loafer merges the understated feminity of a loafer with bright colors to give a fun twist to the pair. This hand-stitched pair will walk you seamlessly from morning till evening. Ideal for the winters, this happy red pair will keep you smiling. The Blue Button plain loafer merges the understated feminity of a loafer with bright colors to give a fun twist to the pair. This hand-stitched pair will walk you seamlessly from morning till evening. Ideal for the winters, this happy red pair will keep you smiling.",,,,,999.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"blue button crystal red, women's, footwear, loafers, shoes, casual"
SHOE4K54VP44KTZK,Balujas Tokiyo Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Balujas Tokiyo Loafers - Buy Balujas Tokiyo Loafers - BZDJCO5958 only for Rs. 880 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,880.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"balujas tokiyo loafers, women's, footwear, loafers, shoes, casual"
SHOEY8RMVZV3UY3A,Do Bhai DBNABALL197-202 Multicolor Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Do Bhai DBNABALL197-202 Multicolor Loafers - Buy Do Bhai DBNABALL197-202 Multicolor Loafers - A1 only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,499.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"do bhai dbnaball197-202 multicolor loafers, women's, footwear, loafers, shoes, casual"
SHOE6VH4NXCGQH9U,Niremo Green Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,"Niremo Green Loafers Price: Rs. 799 Comfortable and Trendy for upcoming season, with Frangrant & antimicrobial qualities Comfortable and Trendy for upcoming season, with Frangrant & antimicrobial qualities",,,,,0.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"niremo green loafers, women's, footwear, loafers, shoes, casual"
SHOEBGDMZFGMWGSD,Kujaparis Casual,Footwear,Women's Footwear,Casual Shoes,Loafers,Kujaparis Casual - Buy Kujaparis Casual - KUJAPARIS-P-247 only for Rs. 599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,599.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"kujaparis casual, women's, footwear, loafers, shoes, casual"
MNKE79DWUUQVSBZF,Essie Good To Go Fastest Drying Top Coat,Beauty and Personal Care,Body and Skin Care,Hand Care,Manicure and Kits,"Flipkart.com: Buy Essie Good To Go Fastest Drying Top Coat for Rs. 790 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",,,,,790.0,0.0,0,"personal, care, body, manicure, kits, skin, beauty, hand, and",Unknown,In Stock,"essie good to go fastest drying top coat, personal, care, body, manicure, kits, skin, beauty, hand, and"
SHOEBGHJZB2UKFC4,Pinellii Lettie Handcrafted Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Pinellii Lettie Handcrafted Loafers - Buy Pinellii Lettie Handcrafted Loafers - P06020982 only for Rs. 2565 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,2565.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"pinellii lettie handcrafted loafers, women's, footwear, loafers, shoes, casual"
SHOEBQ8UW6G2HEVG,Solester Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Solester Loafers - Buy Solester Loafers - SLTR-81 only for Rs. 698 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,698.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"solester loafers, women's, footwear, loafers, shoes, casual"
SHOEBBWKYRZHMMZN,Kuja paris Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Kuja paris Loafers - Buy Kuja paris Loafers - KUJAPARIS-P-44 only for Rs. 749 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,749.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"kuja paris loafers, women's, footwear, loafers, shoes, casual"
SHODYGFWEWCG6S88,Studio 9 Studded Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Studio 9 Studded Loafers - Buy Studio 9 Studded Loafers - STUDIO30 only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,499.0,3.2,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"studio 9 studded loafers, women's, footwear, loafers, shoes, casual"
PDKE9C4F8TDFKHMK,"Foolzy 13 in 1 Nail Care Personal Pedicure Set, Travel & Grooming Kit",Beauty and Personal Care,Body and Skin Care,Hand Care,Manicure and Kits,"Flipkart.com: Buy Foolzy 13 in 1 Nail Care Personal Pedicure Set, Travel & Grooming Kit for Rs. 369 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",,,,,369.0,0.0,0,"personal, care, body, manicure, kits, skin, beauty, hand, and",Unknown,In Stock,"foolzy 13 in 1 nail care personal pedicure set, travel & grooming kit, personal, care, body, manicure, kits, skin, beauty, hand, and"
MNKDZSMXADGFZD3C,Sally Hansen No More Mistakes Manicure Clean-up Pen,Beauty and Personal Care,Body and Skin Care,Hand Care,Manicure and Kits,"Flipkart.com: Buy Sally Hansen No More Mistakes Manicure Clean-up Pen for Rs. 0.0 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",,,,,510.0,0.0,0,"personal, care, body, manicure, kits, skin, beauty, hand, and",Unknown,In Stock,"sally hansen no more mistakes manicure clean-up pen, personal, care, body, manicure, kits, skin, beauty, hand, and"
SHOEFAJ5NAGQCG8H,La Briza Vegas Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,La Briza Vegas Loafers - Buy La Briza Vegas Loafers - 1664 only for Rs. 800 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,800.0,4.5,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"la briza vegas loafers, women's, footwear, loafers, shoes, casual"
SHOE66V8UMNGZKYM,Roha Collections Womens Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Roha Collections Womens Loafers - Buy Roha Collections Womens Loafers - d7000 only for Rs. 599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,599.0,5.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"roha collections womens loafers, women's, footwear, loafers, shoes, casual"
MNKE5YG7USVVTPCZ,SRS Pink 10 In 1 Manicure Kit,Beauty and Personal Care,Body and Skin Care,Hand Care,Manicure and Kits,"Flipkart.com: Buy SRS Pink 10 In 1 Manicure Kit for Rs. 444 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",,,,,444.0,0.0,0,"personal, care, body, manicure, kits, skin, beauty, hand, and",Unknown,In Stock,"srs pink 10 in 1 manicure kit, personal, care, body, manicure, kits, skin, beauty, hand, and"
MNKE7VFJG9PCYHRU,Mrigoy - Foresworth Abinitio Manicure Pedicure Spa Kit,Beauty and Personal Care,Body and Skin Care,Hand Care,Manicure and Kits,"Flipkart.com: Buy Mrigoy - Foresworth Abinitio Manicure Pedicure Spa Kit for Rs. 1116 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",,,,,1116.0,0.0,0,"personal, care, body, manicure, kits, skin, beauty, hand, and",Unknown,In Stock,"mrigoy - foresworth abinitio manicure pedicure spa kit, personal, care, body, manicure, kits, skin, beauty, hand, and"
SHOEB57FWHZKQZYE,Zachho HC183 Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Zachho HC183 Loafers - Buy Zachho HC183 Loafers - 5 only for Rs. 799 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,799.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"zachho hc183 loafers, women's, footwear, loafers, shoes, casual"
SHOEC89GW4YEXFHG,Rialto Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Rialto Loafers - Buy Rialto Loafers - Rialto-2011 only for Rs. 1295 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,1295.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"rialto loafers, women's, footwear, loafers, shoes, casual"
SLMEDD5NV2ET25RZ,IndoSurgicals Reusable Vaginal Speculum,Beauty and Personal Care,Health Care,Medical Equipment & Accessories,IndoSurgicals Medical Equipment & Accessories,Buy IndoSurgicals Reusable Vaginal Speculum for Rs.449 online. IndoSurgicals Reusable Vaginal Speculum at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,,,,,449.0,0.0,0,"personal, accessories, medical, care, equipment, health, beauty, indosurgicals, and",IndoSurgicals,In Stock,"indosurgicals reusable vaginal speculum, personal, accessories, medical, care, equipment, health, beauty, indosurgicals, and"
MNKDNW49THH74PVT,Dizionario MEEN111213,Beauty and Personal Care,Body and Skin Care,Hand Care,Manicure and Kits,"Flipkart.com: Buy Dizionario MEEN111213 for Rs. 0.0 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",,,,,265.0,2.0,0,"personal, care, body, manicure, kits, skin, beauty, hand, and",Unknown,In Stock,"dizionario meen111213, personal, care, body, manicure, kits, skin, beauty, hand, and"
SHODZDAE6FKCC8AH,Cocoon Stylish Square Toe Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Cocoon Stylish Square Toe Loafers - Buy Cocoon Stylish Square Toe Loafers - 1058..F only for Rs. 548 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,548.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"cocoon stylish square toe loafers, women's, footwear, loafers, shoes, casual"
SHOEBG79YJZD9C33,Lily Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Lily Loafers - Buy Lily Loafers - LF1MWRS only for Rs. 699 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,699.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"lily loafers, women's, footwear, loafers, shoes, casual"
CLDE26U5N2TSHREG,Danilo Official Arsenal FC 2015 Wall Calendar,Pens & Stationery,Office Supplies,Calendars,Danilo Calendars,Buy Danilo Official Arsenal FC 2015 Wall Calendar for Rs.199 online. Danilo Official Arsenal FC 2015 Wall Calendar at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,,,,,199.0,4.3,0,"office, calendars, danilo, stationery, supplies, pens",Unknown,In Stock,"danilo official arsenal fc 2015 wall calendar, office, calendars, danilo, stationery, supplies, pens"
JEAE2KFRBNFZFWE6,Tales & Stories Slim Fit Baby Boy's Jeans,Clothing,Kids' Clothing,Infants Wear,Baby Boys,Tales & Stories Slim Fit Baby Boy's Jeans - Buy Dark Blue Tales & Stories Slim Fit Baby Boy's Jeans For Only Rs. 899 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,,,,,539.0,0.0,0,"infants, boys, kids', baby, wear, clothing",Unknown,In Stock,"tales & stories slim fit baby boy's jeans, infants, boys, kids', baby, wear, clothing"
SHOE6ZVUSR95HF6P,Shibha Footwear Closed Toe Ballerina Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Shibha Footwear Closed Toe Ballerina Loafers - Buy Shibha Footwear Closed Toe Ballerina Loafers - S75 only for Rs. 1440 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,1440.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"shibha footwear closed toe ballerina loafers, women's, footwear, loafers, shoes, casual"
SHOE4QFHZWCZGCMB,Ruby Sober-047 Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,"Ruby Sober-047 Loafers Price: Rs. 349 This collection is suave, fashionable and comfortable. The brand creates elegant yet stylish footwear while keeping comfort level in mind. Stylish and comfortable are the words that define its collection perfectly. This collection is suave, fashionable and comfortable. The brand creates elegant yet stylish footwear while keeping comfort level in mind. Stylish and comfortable are the words that define its collection perfectly.",,,,,349.0,3.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"ruby sober-047 loafers, women's, footwear, loafers, shoes, casual"
SHOEAVPFUVHJJRHT,am by penny Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,am by penny Loafers - Buy am by penny Loafers - amL_9952 only for Rs. 769 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,769.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"am by penny loafers, women's, footwear, loafers, shoes, casual"
